participant_id,age,sex,site
sub-4372466,68.0,0,ukb-11025.0
sub-4372842,64.0,1,ukb-11025.0
sub-4372880,64.0,1,ukb-11025.0
sub-4372994,67.0,1,ukb-11027.0
sub-4373005,59.0,0,ukb-11027.0
sub-4373092,73.0,0,ukb-11025.0
sub-4373181,64.0,0,ukb-11025.0
sub-4373268,53.0,1,ukb-11025.0
sub-4373334,70.0,1,ukb-11025.0
sub-4373679,58.0,0,ukb-11025.0
sub-4373753,49.0,0,ukb-11025.0
sub-4373815,78.0,0,ukb-11025.0
sub-4373821,70.0,1,ukb-11025.0
sub-4374011,73.0,1,ukb-11025.0
sub-4374149,72.0,1,ukb-11025.0
sub-4374485,69.0,1,ukb-11025.0
sub-4374636,65.0,0,ukb-11025.0
sub-4374658,54.0,0,ukb-11027.0
sub-4375009,60.0,0,ukb-11025.0
sub-4375078,73.0,1,ukb-11025.0
sub-4375165,51.0,0,ukb-11025.0
sub-4375305,65.0,0,ukb-11027.0
sub-4375392,50.0,0,ukb-11025.0
sub-4375531,73.0,1,ukb-11025.0
sub-4376069,53.0,0,ukb-11027.0
sub-4376394,66.0,1,ukb-11025.0
sub-4376579,50.0,0,ukb-11027.0
sub-4376719,62.0,1,ukb-11025.0
sub-4376793,59.0,1,ukb-11025.0
sub-4377145,58.0,0,ukb-11025.0
sub-4377688,52.0,0,ukb-11025.0
sub-4378228,63.0,1,ukb-11025.0
sub-4379065,73.0,0,ukb-11025.0
sub-4379218,68.0,0,ukb-11025.0
sub-4379311,54.0,1,ukb-11025.0
sub-4379460,73.0,1,ukb-11025.0
sub-4379599,68.0,0,ukb-11025.0
sub-4379647,60.0,0,ukb-11025.0
sub-4379956,71.0,1,ukb-11025.0
sub-4379972,60.0,1,ukb-11025.0
sub-4380231,64.0,0,ukb-11025.0
sub-4380511,63.0,0,ukb-11025.0
sub-4380740,63.0,0,ukb-11025.0
sub-4381142,61.0,1,ukb-11025.0
sub-4381259,59.0,1,ukb-11025.0
sub-4381266,66.0,0,ukb-11025.0
sub-4381612,62.0,1,ukb-11025.0
sub-4382055,68.0,1,ukb-11025.0
sub-4382305,72.0,0,ukb-11025.0
sub-4382384,65.0,1,ukb-11025.0
sub-4382512,68.0,1,ukb-11025.0
sub-4382683,53.0,0,ukb-11025.0
sub-4382921,57.0,0,ukb-11025.0
sub-4383008,49.0,0,ukb-11025.0
sub-4383233,68.0,1,ukb-11025.0
sub-4383249,62.0,0,ukb-11025.0
sub-4383597,66.0,0,ukb-11025.0
sub-4383698,53.0,0,ukb-11025.0
sub-4383823,70.0,0,ukb-11025.0
sub-4384069,66.0,1,ukb-11025.0
sub-4384373,72.0,1,ukb-11025.0
sub-4384464,65.0,0,ukb-11027.0
sub-4384861,66.0,0,ukb-11025.0
sub-4385549,63.0,0,ukb-11025.0
sub-4385596,48.0,0,ukb-11025.0
sub-4385811,57.0,0,ukb-11025.0
sub-4386370,50.0,1,ukb-11025.0
sub-4386388,65.0,1,ukb-11027.0
sub-4386635,49.0,0,ukb-11025.0
sub-4386656,65.0,0,ukb-11025.0
sub-4386912,52.0,1,ukb-11025.0
sub-4386973,49.0,0,ukb-11027.0
sub-4387298,73.0,0,ukb-11025.0
sub-4387435,71.0,1,ukb-11025.0
sub-4387812,68.0,0,ukb-11025.0
sub-4388523,70.0,0,ukb-11025.0
sub-4388530,67.0,1,ukb-11025.0
sub-4388584,56.0,0,ukb-11025.0
sub-4389563,53.0,1,ukb-11025.0
sub-4389615,61.0,0,ukb-11025.0
sub-4389723,62.0,0,ukb-11027.0
sub-4389952,67.0,0,ukb-11025.0
sub-4390233,66.0,0,ukb-11025.0
sub-4390627,60.0,0,ukb-11025.0
sub-4390884,66.0,1,ukb-11025.0
sub-4390976,50.0,0,ukb-11025.0
sub-4391300,64.0,1,ukb-11025.0
sub-4391432,71.0,0,ukb-11025.0
sub-4391534,54.0,0,ukb-11025.0
sub-4391946,72.0,1,ukb-11025.0
sub-4392036,73.0,1,ukb-11025.0
sub-4392129,58.0,1,ukb-11027.0
sub-4393004,63.0,0,ukb-11025.0
sub-4393178,51.0,0,ukb-11025.0
sub-4393311,65.0,1,ukb-11027.0
sub-4393487,64.0,1,ukb-11025.0
sub-4393538,48.0,0,ukb-11025.0
sub-4393981,68.0,1,ukb-11027.0
sub-4394809,73.0,0,ukb-11025.0
sub-4395188,49.0,1,ukb-11025.0
sub-4395584,54.0,1,ukb-11025.0
sub-4395660,68.0,1,ukb-11027.0
sub-4395828,69.0,1,ukb-11025.0
sub-4395835,77.0,0,ukb-11025.0
sub-4395986,71.0,1,ukb-11025.0
sub-4396366,64.0,0,ukb-11025.0
sub-4396915,60.0,0,ukb-11025.0
sub-4397229,66.0,0,ukb-11025.0
sub-4397608,57.0,0,ukb-11025.0
sub-4397833,62.0,1,ukb-11025.0
sub-4397922,61.0,0,ukb-11025.0
sub-4398056,67.0,1,ukb-11025.0
sub-4398226,50.0,0,ukb-11025.0
sub-4399227,79.0,1,ukb-11027.0
sub-4399282,62.0,0,ukb-11027.0
sub-4399338,67.0,0,ukb-11025.0
sub-4399346,64.0,1,ukb-11027.0
sub-4400156,51.0,1,ukb-11025.0
sub-4400554,68.0,0,ukb-11025.0
sub-4400740,53.0,0,ukb-11025.0
sub-4400802,51.0,0,ukb-11027.0
sub-4401230,64.0,0,ukb-11025.0
sub-4401284,71.0,1,ukb-11025.0
sub-4401303,71.0,0,ukb-11027.0
sub-4401419,72.0,1,ukb-11025.0
sub-4401599,68.0,0,ukb-11025.0
sub-4401685,61.0,1,ukb-11025.0
sub-4401808,48.0,1,ukb-11025.0
sub-4402248,72.0,1,ukb-11025.0
sub-4402305,51.0,1,ukb-11025.0
sub-4402443,65.0,1,ukb-11025.0
sub-4402462,65.0,1,ukb-11025.0
sub-4402531,56.0,1,ukb-11025.0
sub-4402652,75.0,1,ukb-11025.0
sub-4402713,65.0,0,ukb-11025.0
sub-4402781,73.0,1,ukb-11025.0
sub-4403124,62.0,1,ukb-11025.0
sub-4403478,49.0,1,ukb-11025.0
sub-4403698,65.0,0,ukb-11025.0
sub-4403785,72.0,1,ukb-11025.0
sub-4404648,55.0,0,ukb-11025.0
sub-4404758,61.0,0,ukb-11025.0
sub-4404787,63.0,1,ukb-11025.0
sub-4405001,60.0,0,ukb-11025.0
sub-4405129,52.0,0,ukb-11025.0
sub-4405200,69.0,0,ukb-11025.0
sub-4405343,56.0,1,ukb-11025.0
sub-4405404,64.0,1,ukb-11025.0
sub-4405626,70.0,0,ukb-11025.0
sub-4405752,61.0,0,ukb-11025.0
sub-4406396,48.0,1,ukb-11025.0
sub-4406441,73.0,0,ukb-11025.0
sub-4406571,69.0,1,ukb-11025.0
sub-4407049,73.0,0,ukb-11025.0
sub-4407737,67.0,0,ukb-11025.0
sub-4407909,67.0,1,ukb-11025.0
sub-4408210,67.0,1,ukb-11025.0
sub-4408398,60.0,0,ukb-11025.0
sub-4408518,48.0,1,ukb-11025.0
sub-4408559,48.0,0,ukb-11027.0
sub-4408619,51.0,1,ukb-11025.0
sub-4409031,59.0,0,ukb-11025.0
sub-4409187,62.0,0,ukb-11025.0
sub-4409425,68.0,1,ukb-11025.0
sub-4409961,49.0,0,ukb-11025.0
sub-4410015,59.0,1,ukb-11027.0
sub-4410472,75.0,1,ukb-11025.0
sub-4410618,46.0,0,ukb-11025.0
sub-4411079,74.0,1,ukb-11025.0
sub-4411095,62.0,1,ukb-11025.0
sub-4411107,64.0,0,ukb-11025.0
sub-4411215,69.0,1,ukb-11025.0
sub-4411639,61.0,0,ukb-11025.0
sub-4411877,66.0,1,ukb-11025.0
sub-4412423,60.0,0,ukb-11027.0
sub-4412527,67.0,1,ukb-11025.0
sub-4412711,63.0,1,ukb-11025.0
sub-4412950,65.0,0,ukb-11025.0
sub-4413077,55.0,0,ukb-11025.0
sub-4413092,53.0,0,ukb-11025.0
sub-4414523,62.0,0,ukb-11025.0
sub-4414693,69.0,0,ukb-11025.0
sub-4415506,56.0,1,ukb-11027.0
sub-4415529,62.0,1,ukb-11025.0
sub-4415728,58.0,1,ukb-11025.0
sub-4416551,50.0,1,ukb-11025.0
sub-4416654,70.0,0,ukb-11025.0
sub-4417050,51.0,0,ukb-11027.0
sub-4417509,72.0,1,ukb-11027.0
sub-4417555,70.0,0,ukb-11025.0
sub-4417696,64.0,1,ukb-11025.0
sub-4417839,74.0,0,ukb-11025.0
sub-4417952,62.0,0,ukb-11025.0
sub-4418131,49.0,0,ukb-11025.0
sub-4418147,59.0,0,ukb-11025.0
sub-4418244,61.0,0,ukb-11025.0
sub-4418596,52.0,0,ukb-11025.0
sub-4419134,76.0,0,ukb-11027.0
sub-4419230,49.0,1,ukb-11025.0
sub-4419389,51.0,0,ukb-11025.0
sub-4419546,68.0,0,ukb-11025.0
sub-4419599,70.0,0,ukb-11025.0
sub-4419715,65.0,0,ukb-11025.0
sub-4419721,64.0,0,ukb-11025.0
sub-4419764,68.0,1,ukb-11025.0
sub-4420275,67.0,1,ukb-11025.0
sub-4420881,61.0,1,ukb-11025.0
sub-4421547,63.0,0,ukb-11025.0
sub-4421573,48.0,0,ukb-11025.0
sub-4421610,69.0,0,ukb-11025.0
sub-4422389,63.0,0,ukb-11027.0
sub-4422862,70.0,1,ukb-11025.0
sub-4423106,58.0,0,ukb-11025.0
sub-4423194,55.0,0,ukb-11027.0
sub-4423680,60.0,0,ukb-11025.0
sub-4423738,57.0,0,ukb-11027.0
sub-4423746,59.0,1,ukb-11025.0
sub-4423803,79.0,0,ukb-11027.0
sub-4423959,63.0,1,ukb-11025.0
sub-4424070,71.0,1,ukb-11025.0
sub-4424519,70.0,0,ukb-11025.0
sub-4424677,67.0,0,ukb-11025.0
sub-4424714,69.0,1,ukb-11025.0
sub-4424737,61.0,0,ukb-11025.0
sub-4425233,55.0,1,ukb-11025.0
sub-4425288,52.0,1,ukb-11025.0
sub-4425417,53.0,1,ukb-11025.0
sub-4425478,50.0,0,ukb-11025.0
sub-4425604,72.0,1,ukb-11025.0
sub-4425682,66.0,0,ukb-11025.0
sub-4425747,66.0,1,ukb-11025.0
sub-4425750,51.0,1,ukb-11025.0
sub-4426517,53.0,0,ukb-11027.0
sub-4426615,53.0,0,ukb-11025.0
sub-4426792,56.0,0,ukb-11027.0
sub-4426952,63.0,1,ukb-11025.0
sub-4427072,68.0,0,ukb-11027.0
sub-4427118,59.0,0,ukb-11025.0
sub-4427329,66.0,1,ukb-11027.0
sub-4427543,68.0,0,ukb-11025.0
sub-4427760,79.0,1,ukb-11025.0
sub-4428974,58.0,0,ukb-11027.0
sub-4429349,52.0,1,ukb-11025.0
sub-4429834,73.0,1,ukb-11025.0
sub-4429931,65.0,1,ukb-11027.0
sub-4429947,54.0,0,ukb-11025.0
sub-4429994,63.0,1,ukb-11025.0
sub-4430185,75.0,1,ukb-11025.0
sub-4430314,67.0,0,ukb-11025.0
sub-4430362,75.0,0,ukb-11025.0
sub-4430521,55.0,0,ukb-11027.0
sub-4430663,75.0,1,ukb-11025.0
sub-4430738,72.0,1,ukb-11025.0
sub-4430825,52.0,0,ukb-11025.0
sub-4430867,67.0,0,ukb-11027.0
sub-4431293,63.0,0,ukb-11025.0
sub-4431388,58.0,0,ukb-11027.0
sub-4432014,51.0,0,ukb-11025.0
sub-4432043,52.0,0,ukb-11027.0
sub-4432640,53.0,0,ukb-11025.0
sub-4432747,64.0,0,ukb-11025.0
sub-4432932,61.0,0,ukb-11025.0
sub-4433017,65.0,1,ukb-11025.0
sub-4434094,65.0,1,ukb-11025.0
sub-4434158,72.0,0,ukb-11025.0
sub-4434542,61.0,0,ukb-11025.0
sub-4435018,52.0,1,ukb-11025.0
sub-4435446,58.0,1,ukb-11025.0
sub-4435643,51.0,1,ukb-11025.0
sub-4435815,50.0,0,ukb-11025.0
sub-4435870,74.0,1,ukb-11025.0
sub-4435888,61.0,1,ukb-11025.0
sub-4436178,63.0,0,ukb-11025.0
sub-4436191,58.0,1,ukb-11027.0
sub-4436303,65.0,0,ukb-11025.0
sub-4436332,71.0,1,ukb-11025.0
sub-4436487,65.0,0,ukb-11025.0
sub-4436599,71.0,1,ukb-11025.0
sub-4436862,50.0,0,ukb-11025.0
sub-4436935,68.0,0,ukb-11025.0
sub-4436981,68.0,1,ukb-11027.0
sub-4437048,73.0,1,ukb-11025.0
sub-4437412,67.0,0,ukb-11025.0
sub-4437429,56.0,1,ukb-11025.0
sub-4437566,66.0,0,ukb-11025.0
sub-4437943,49.0,0,ukb-11027.0
sub-4437995,68.0,0,ukb-11025.0
sub-4438338,70.0,1,ukb-11025.0
sub-4438497,67.0,1,ukb-11025.0
sub-4438574,65.0,1,ukb-11025.0
sub-4438630,48.0,1,ukb-11025.0
sub-4439000,55.0,1,ukb-11025.0
sub-4439035,55.0,0,ukb-11025.0
sub-4439278,59.0,0,ukb-11025.0
sub-4439701,71.0,0,ukb-11025.0
sub-4439899,59.0,0,ukb-11025.0
sub-4440020,53.0,0,ukb-11027.0
sub-4440062,56.0,1,ukb-11025.0
sub-4440409,60.0,1,ukb-11025.0
sub-4440569,49.0,0,ukb-11025.0
sub-4440773,52.0,0,ukb-11025.0
sub-4440805,53.0,1,ukb-11025.0
sub-4441160,67.0,1,ukb-11025.0
sub-4441208,73.0,0,ukb-11025.0
sub-4441563,62.0,1,ukb-11025.0
sub-4441696,49.0,0,ukb-11025.0
sub-4441777,54.0,0,ukb-11025.0
sub-4441946,58.0,1,ukb-11027.0
sub-4442634,64.0,0,ukb-11025.0
sub-4442663,63.0,0,ukb-11025.0
sub-4443702,57.0,1,ukb-11025.0
sub-4443981,62.0,1,ukb-11025.0
sub-4444143,48.0,1,ukb-11025.0
sub-4444349,51.0,1,ukb-11025.0
sub-4444466,54.0,0,ukb-11027.0
sub-4444912,69.0,1,ukb-11025.0
sub-4446055,66.0,1,ukb-11027.0
sub-4446139,64.0,1,ukb-11025.0
sub-4446165,71.0,0,ukb-11025.0
sub-4446248,52.0,0,ukb-11025.0
sub-4446318,52.0,1,ukb-11027.0
sub-4446683,54.0,0,ukb-11025.0
sub-4446772,61.0,1,ukb-11027.0
sub-4446957,70.0,0,ukb-11025.0
sub-4447363,65.0,0,ukb-11025.0
sub-4448255,65.0,0,ukb-11025.0
sub-4448861,69.0,0,ukb-11025.0
sub-4449346,68.0,0,ukb-11027.0
sub-4449413,60.0,1,ukb-11025.0
sub-4449605,71.0,1,ukb-11027.0
sub-4449720,58.0,0,ukb-11025.0
sub-4449829,50.0,1,ukb-11025.0
sub-4450277,68.0,1,ukb-11027.0
sub-4450422,67.0,1,ukb-11025.0
sub-4450445,50.0,0,ukb-11025.0
sub-4450552,63.0,1,ukb-11027.0
sub-4450969,63.0,1,ukb-11025.0
sub-4451227,55.0,0,ukb-11025.0
sub-4451352,52.0,0,ukb-11025.0
sub-4451413,71.0,0,ukb-11027.0
sub-4451522,68.0,1,ukb-11025.0
sub-4451587,70.0,0,ukb-11025.0
sub-4451630,65.0,0,ukb-11025.0
sub-4451641,61.0,0,ukb-11025.0
sub-4451720,67.0,0,ukb-11025.0
sub-4452485,51.0,1,ukb-11025.0
sub-4452914,75.0,1,ukb-11025.0
sub-4453160,55.0,0,ukb-11027.0
sub-4453193,73.0,0,ukb-11025.0
sub-4453237,70.0,0,ukb-11025.0
sub-4453705,61.0,0,ukb-11025.0
sub-4453718,63.0,1,ukb-11025.0
sub-4453759,49.0,0,ukb-11025.0
sub-4453946,59.0,1,ukb-11027.0
sub-4454547,54.0,0,ukb-11027.0
sub-4454921,69.0,1,ukb-11025.0
sub-4455177,64.0,0,ukb-11025.0
sub-4455373,50.0,1,ukb-11025.0
sub-4455402,70.0,1,ukb-11027.0
sub-4455625,64.0,1,ukb-11025.0
sub-4455722,57.0,1,ukb-11025.0
sub-4455904,65.0,1,ukb-11025.0
sub-4455971,62.0,1,ukb-11025.0
sub-4456185,56.0,0,ukb-11025.0
sub-4457264,47.0,0,ukb-11025.0
sub-4457358,65.0,0,ukb-11025.0
sub-4457360,60.0,0,ukb-11025.0
sub-4457455,61.0,1,ukb-11025.0
sub-4458061,50.0,0,ukb-11025.0
sub-4458302,76.0,0,ukb-11027.0
sub-4458466,55.0,1,ukb-11025.0
sub-4458635,65.0,1,ukb-11025.0
sub-4458644,63.0,0,ukb-11025.0
sub-4459378,73.0,1,ukb-11025.0
sub-4459410,58.0,0,ukb-11025.0
sub-4460006,66.0,0,ukb-11025.0
sub-4460174,68.0,0,ukb-11025.0
sub-4460313,66.0,0,ukb-11025.0
sub-4460454,64.0,0,ukb-11027.0
sub-4460696,71.0,1,ukb-11025.0
sub-4460777,53.0,0,ukb-11025.0
sub-4460983,53.0,0,ukb-11025.0
sub-4461084,76.0,1,ukb-11025.0
sub-4461172,58.0,0,ukb-11025.0
sub-4461206,63.0,0,ukb-11025.0
sub-4461461,67.0,1,ukb-11025.0
sub-4461960,65.0,1,ukb-11025.0
sub-4462184,73.0,0,ukb-11025.0
sub-4462217,59.0,0,ukb-11027.0
sub-4462280,68.0,0,ukb-11025.0
sub-4462654,55.0,0,ukb-11025.0
sub-4462838,62.0,0,ukb-11025.0
sub-4463176,63.0,1,ukb-11025.0
sub-4463338,57.0,1,ukb-11025.0
sub-4463352,59.0,0,ukb-11025.0
sub-4464752,60.0,1,ukb-11025.0
sub-4464905,57.0,0,ukb-11025.0
sub-4465315,71.0,0,ukb-11025.0
sub-4465357,59.0,0,ukb-11027.0
sub-4465418,64.0,0,ukb-11025.0
sub-4465994,56.0,0,ukb-11025.0
sub-4466224,67.0,1,ukb-11025.0
sub-4466339,54.0,0,ukb-11025.0
sub-4466485,64.0,0,ukb-11025.0
sub-4466660,59.0,0,ukb-11027.0
sub-4467155,56.0,0,ukb-11025.0
sub-4467311,53.0,0,ukb-11025.0
sub-4467419,72.0,1,ukb-11025.0
sub-4467445,66.0,1,ukb-11025.0
sub-4467510,66.0,0,ukb-11025.0
sub-4468078,72.0,1,ukb-11025.0
sub-4468495,48.0,1,ukb-11025.0
sub-4468728,57.0,0,ukb-11025.0
sub-4468781,59.0,0,ukb-11027.0
sub-4468874,62.0,0,ukb-11025.0
sub-4469581,61.0,0,ukb-11027.0
sub-4469682,65.0,0,ukb-11025.0
sub-4469989,50.0,0,ukb-11027.0
sub-4470318,66.0,1,ukb-11025.0
sub-4470443,60.0,1,ukb-11025.0
sub-4470638,76.0,1,ukb-11027.0
sub-4470819,49.0,0,ukb-11025.0
sub-4471056,75.0,1,ukb-11025.0
sub-4471097,66.0,1,ukb-11025.0
sub-4471654,55.0,0,ukb-11025.0
sub-4471689,50.0,1,ukb-11025.0
sub-4472113,67.0,0,ukb-11025.0
sub-4472424,66.0,0,ukb-11025.0
sub-4472461,59.0,1,ukb-11025.0
sub-4472525,70.0,1,ukb-11025.0
sub-4472608,64.0,0,ukb-11025.0
sub-4473222,70.0,0,ukb-11025.0
sub-4473333,56.0,0,ukb-11025.0
sub-4473388,55.0,1,ukb-11025.0
sub-4473441,59.0,1,ukb-11025.0
sub-4473553,65.0,0,ukb-11025.0
sub-4473906,62.0,0,ukb-11027.0
sub-4474230,65.0,1,ukb-11025.0
sub-4474820,66.0,1,ukb-11025.0
sub-4475253,57.0,0,ukb-11025.0
sub-4475428,50.0,1,ukb-11025.0
sub-4475558,61.0,1,ukb-11025.0
sub-4475623,71.0,1,ukb-11025.0
sub-4475762,72.0,0,ukb-11025.0
sub-4476296,71.0,0,ukb-11025.0
sub-4476877,54.0,0,ukb-11025.0
sub-4477281,69.0,1,ukb-11025.0
sub-4477724,71.0,0,ukb-11025.0
sub-4477761,60.0,1,ukb-11025.0
sub-4477799,71.0,0,ukb-11025.0
sub-4477811,57.0,0,ukb-11025.0
sub-4477825,65.0,0,ukb-11025.0
sub-4477832,51.0,0,ukb-11025.0
sub-4477905,59.0,0,ukb-11025.0
sub-4478050,69.0,1,ukb-11025.0
sub-4479011,60.0,1,ukb-11027.0
sub-4479076,72.0,0,ukb-11027.0
sub-4479327,70.0,0,ukb-11025.0
sub-4479813,48.0,1,ukb-11025.0
sub-4480137,52.0,1,ukb-11027.0
sub-4480669,67.0,0,ukb-11025.0
sub-4480842,74.0,1,ukb-11025.0
sub-4481224,54.0,0,ukb-11027.0
sub-4481316,70.0,0,ukb-11027.0
sub-4481717,56.0,0,ukb-11025.0
sub-4482015,73.0,0,ukb-11025.0
sub-4482227,49.0,0,ukb-11025.0
sub-4483081,57.0,1,ukb-11027.0
sub-4483177,59.0,0,ukb-11025.0
sub-4483280,50.0,1,ukb-11025.0
sub-4483368,52.0,0,ukb-11027.0
sub-4483551,58.0,1,ukb-11025.0
sub-4484417,72.0,0,ukb-11025.0
sub-4484698,69.0,0,ukb-11025.0
sub-4484841,62.0,1,ukb-11025.0
sub-4485476,64.0,1,ukb-11027.0
sub-4485591,60.0,0,ukb-11025.0
sub-4485975,65.0,1,ukb-11025.0
sub-4486041,55.0,0,ukb-11025.0
sub-4486363,59.0,0,ukb-11025.0
sub-4486833,72.0,0,ukb-11027.0
sub-4486888,56.0,0,ukb-11027.0
sub-4486922,69.0,1,ukb-11025.0
sub-4487026,63.0,0,ukb-11025.0
sub-4487042,64.0,0,ukb-11025.0
sub-4487276,56.0,0,ukb-11027.0
sub-4487646,63.0,0,ukb-11027.0
sub-4488016,71.0,1,ukb-11025.0
sub-4488367,68.0,1,ukb-11025.0
sub-4488401,50.0,0,ukb-11027.0
sub-4488538,67.0,1,ukb-11025.0
sub-4488629,63.0,0,ukb-11027.0
sub-4488843,59.0,0,ukb-11025.0
sub-4489269,64.0,0,ukb-11025.0
sub-4489707,59.0,0,ukb-11025.0
sub-4489761,61.0,1,ukb-11025.0
sub-4489867,64.0,0,ukb-11027.0
sub-4489930,57.0,0,ukb-11025.0
sub-4490028,71.0,0,ukb-11025.0
sub-4490508,68.0,1,ukb-11025.0
sub-4490787,51.0,1,ukb-11025.0
sub-4492804,57.0,1,ukb-11025.0
sub-4493238,56.0,1,ukb-11025.0
sub-4493645,65.0,0,ukb-11025.0
sub-4493742,50.0,1,ukb-11025.0
sub-4493943,63.0,0,ukb-11025.0
sub-4494503,61.0,1,ukb-11025.0
sub-4494576,60.0,0,ukb-11025.0
sub-4494849,64.0,0,ukb-11025.0
sub-4495109,69.0,0,ukb-11025.0
sub-4495218,65.0,0,ukb-11027.0
sub-4495266,54.0,1,ukb-11025.0
sub-4495445,60.0,0,ukb-11025.0
sub-4495474,74.0,1,ukb-11027.0
sub-4495575,67.0,0,ukb-11025.0
sub-4496444,68.0,0,ukb-11025.0
sub-4496743,63.0,1,ukb-11025.0
sub-4496779,65.0,0,ukb-11025.0
sub-4496873,63.0,1,ukb-11025.0
sub-4497222,75.0,1,ukb-11025.0
sub-4497236,60.0,0,ukb-11025.0
sub-4497245,53.0,1,ukb-11025.0
sub-4497516,71.0,0,ukb-11025.0
sub-4497598,66.0,1,ukb-11025.0
sub-4497681,50.0,1,ukb-11025.0
sub-4497748,52.0,1,ukb-11027.0
sub-4498062,55.0,0,ukb-11025.0
sub-4498257,52.0,1,ukb-11025.0
sub-4498426,73.0,1,ukb-11025.0
sub-4498434,52.0,0,ukb-11025.0
sub-4498442,62.0,0,ukb-11025.0
sub-4499009,59.0,1,ukb-11027.0
sub-4499211,53.0,0,ukb-11025.0
sub-4499772,69.0,1,ukb-11025.0
sub-4500080,64.0,0,ukb-11025.0
sub-4500318,68.0,0,ukb-11025.0
sub-4500495,72.0,1,ukb-11025.0
sub-4500585,57.0,1,ukb-11027.0
sub-4500713,62.0,1,ukb-11025.0
sub-4500769,60.0,1,ukb-11025.0
sub-4501035,65.0,0,ukb-11025.0
sub-4501415,73.0,0,ukb-11025.0
sub-4501496,55.0,1,ukb-11027.0
sub-4501787,66.0,0,ukb-11025.0
sub-4501953,70.0,1,ukb-11027.0
sub-4502041,75.0,1,ukb-11025.0
sub-4502294,50.0,1,ukb-11025.0
sub-4502753,67.0,1,ukb-11025.0
sub-4502782,66.0,1,ukb-11025.0
sub-4502821,66.0,0,ukb-11025.0
sub-4503046,49.0,0,ukb-11025.0
sub-4503245,47.0,1,ukb-11025.0
sub-4503258,57.0,0,ukb-11027.0
sub-4503492,65.0,1,ukb-11025.0
sub-4503504,69.0,1,ukb-11025.0
sub-4503527,77.0,0,ukb-11025.0
sub-4503598,49.0,0,ukb-11025.0
sub-4504053,64.0,1,ukb-11027.0
sub-4504109,75.0,1,ukb-11025.0
sub-4504510,53.0,0,ukb-11025.0
sub-4504673,75.0,1,ukb-11027.0
sub-4505125,72.0,0,ukb-11025.0
sub-4505167,65.0,1,ukb-11025.0
sub-4505812,53.0,1,ukb-11025.0
sub-4505868,70.0,1,ukb-11025.0
sub-4505909,63.0,0,ukb-11025.0
sub-4506020,60.0,1,ukb-11025.0
sub-4506455,72.0,1,ukb-11025.0
sub-4506572,56.0,1,ukb-11025.0
sub-4506747,69.0,0,ukb-11027.0
sub-4506990,50.0,0,ukb-11025.0
sub-4507244,69.0,0,ukb-11025.0
sub-4507281,51.0,0,ukb-11025.0
sub-4507588,62.0,1,ukb-11025.0
sub-4507761,69.0,0,ukb-11025.0
sub-4507890,51.0,1,ukb-11025.0
sub-4507905,59.0,0,ukb-11027.0
sub-4508050,70.0,1,ukb-11025.0
sub-4508193,66.0,0,ukb-11025.0
sub-4509207,53.0,0,ukb-11025.0
sub-4509468,63.0,0,ukb-11027.0
sub-4509601,59.0,1,ukb-11025.0
sub-4510112,62.0,0,ukb-11025.0
sub-4510213,74.0,1,ukb-11025.0
sub-4510642,74.0,0,ukb-11025.0
sub-4511236,67.0,0,ukb-11025.0
sub-4511370,71.0,1,ukb-11025.0
sub-4511459,65.0,0,ukb-11025.0
sub-4512233,55.0,1,ukb-11025.0
sub-4512480,64.0,1,ukb-11025.0
sub-4512597,57.0,0,ukb-11025.0
sub-4512639,62.0,1,ukb-11025.0
sub-4512682,70.0,0,ukb-11025.0
sub-4513462,61.0,0,ukb-11027.0
sub-4513819,79.0,0,ukb-11025.0
sub-4514119,63.0,0,ukb-11025.0
sub-4514517,66.0,0,ukb-11025.0
sub-4514542,68.0,1,ukb-11025.0
sub-4514657,65.0,1,ukb-11025.0
sub-4514730,70.0,0,ukb-11025.0
sub-4514975,50.0,1,ukb-11025.0
sub-4515135,72.0,1,ukb-11025.0
sub-4515144,51.0,0,ukb-11025.0
sub-4515739,72.0,0,ukb-11025.0
sub-4516303,66.0,1,ukb-11025.0
sub-4516419,73.0,1,ukb-11025.0
sub-4516524,67.0,0,ukb-11025.0
sub-4517115,77.0,1,ukb-11025.0
sub-4517304,73.0,1,ukb-11025.0
sub-4518148,69.0,0,ukb-11027.0
sub-4518154,57.0,1,ukb-11025.0
sub-4518310,73.0,0,ukb-11025.0
sub-4519676,52.0,0,ukb-11027.0
sub-4519883,76.0,0,ukb-11025.0
sub-4520101,50.0,0,ukb-11027.0
sub-4520193,51.0,0,ukb-11025.0
sub-4520467,63.0,0,ukb-11025.0
sub-4520784,48.0,0,ukb-11025.0
sub-4520871,47.0,1,ukb-11025.0
sub-4520898,59.0,0,ukb-11025.0
sub-4521268,57.0,0,ukb-11025.0
sub-4521309,75.0,1,ukb-11025.0
sub-4521391,52.0,1,ukb-11025.0
sub-4522044,64.0,0,ukb-11025.0
sub-4522217,62.0,1,ukb-11025.0
sub-4522496,65.0,0,ukb-11025.0
sub-4522551,56.0,1,ukb-11025.0
sub-4522998,68.0,0,ukb-11025.0
sub-4523132,72.0,1,ukb-11025.0
sub-4523154,59.0,1,ukb-11025.0
sub-4523435,68.0,0,ukb-11025.0
sub-4523692,54.0,0,ukb-11025.0
sub-4523934,57.0,0,ukb-11025.0
sub-4524058,60.0,1,ukb-11027.0
sub-4524060,68.0,1,ukb-11025.0
